,bnf_code,special_count,non_special_count,special_names,non_special_names
4125,1305020C0AAENEN,1,0,Coal tar solution 3% in Yellow soft paraffin,
4126,1305020C0AAEPEP,1,0,Coal tar 6% / Salicylic acid 3% in Emulsifying ointment,
4127,1305020C0AAEQEQ,1,0,Coal tar solution 10% in White soft paraffin,
4128,1305020C0AAERER,1,0,Coal tar solution 10% in Emulsifying ointment,
4129,1305020C0AAESES,1,0,Coal tar solution 5% in Emulsifying ointment,
4130,1305020C0AAETET,1,0,Coal tar 0.5% in Yellow soft paraffin,
4131,1305020C0AAEUEU,1,0,Coal tar 1% in Yellow soft paraffin,
4132,1305020C0AAEVEV,1,0,Coal tar solution 1% in Aqueous cream,
4133,1305020C0AAEWEW,1,0,Coal tar solution 10% in Aqueous cream,
4134,1305020C0AAEXEX,1,0,Coal tar 6% in Yellow soft paraffin,
4135,1305020C0AAEYEY,1,0,Coal tar solution 6% in White soft paraffin,
4136,1305020C0AAEZEZ,1,0,Coal tar 1% in Aqueous cream,
4137,1305020C0AAFAFA,1,0,Coal tar 10% in Aqueous cream,
4138,1305020C0AAFEFE,1,0,Coal tar paste,
4139,1305020C0AAFGFG,1,0,Coal tar 6% / Salicylic acid 1% in Emulsifying ointment,
4140,1305020C0AAFHFH,1,0,Coal tar solution 3% / Salicylic acid 3% in White soft paraffin,
4141,1305020C0AAFIFI,1,0,Coal tar solution strong 5% in Emulsifying ointment,
4142,1305020C0AAFJFJ,1,0,Coal tar solution strong 2.5% in Emulsifying ointment,
4143,1305020C0AAFKFK,1,0,Coal tar 3% / Salicylic acid 2% in Aqueous cream,
4144,1305020C0AAFLFL,1,0,Coal tar and Salicylic acid ointment BP,
4145,1305020C0AAFMFM,1,0,Coal tar solution 12% / Salicylic acid 4% in Yellow soft paraffin,
4146,1305020C0AAFQFQ,1,0,Coal tar solution strong 1% in Emulsifying ointment,
4147,1305020C0AAFRFR,1,0,Coal tar solution 6% / Salicylic acid 2.5% in White soft paraffin,
4148,1305020C0AAFSFS,1,0,Coal tar 10% in Unguentum M cream,
4149,1305020C0AAFTFT,1,0,Coal tar solution 12% / Salicylic acid 3% in Emulsifying ointment,
4150,1305020C0AAFUFU,1,0,Coal tar solution 10% / Salicylic acid 2% in Unguentum M cream,
4151,1305020C0AAFVFV,2,0,"Coal tar solution 10% / Salicylic acid 5% in Aqueous cream, Coal tar 10% / Salicylic acid 5% in Aqueous cream",
4152,1305020C0AAFWFW,1,0,Coal tar solution 10% / Salicylic acid 3% in Emulsifying ointment,
4153,1305020C0AAFXFX,1,0,Coal tar solution 5% in Aqueous cream,
4154,1305020C0AAFYFY,1,0,Coal tar solution 10% / Salicylic acid 2% in Aqueous cream,
4155,1305020C0AAFZFZ,1,0,Coal tar solution 2% in White soft paraffin,
4156,1305020C0AAGAGA,1,0,Coal tar solution strong 15% in Emulsifying ointment,
4157,1305020C0AAGBGB,1,0,Coal tar solution 2% in Emulsifying ointment,
4158,1305020C0AAGCGC,1,0,Coal tar 6% / Salicylic acid 6% in White soft paraffin,
4159,1305020C0AAGDGD,1,0,Coal tar solution 5% / Salicylic acid 2% in Unguentum M cream,
4160,1305020C0AAGFGF,1,0,Coal tar 2% in Emulsifying ointment,
4161,1305020C0AAGGGG,1,0,Coal tar 2% in White soft paraffin,
4162,1305020C0AAGHGH,1,0,Coal tar solution 2% / Salicylic acid 2% in White soft paraffin,
4163,1305020C0AAGIGI,1,0,Coal tar 12% / Salicylic acid 3% in White soft paraffin,
4164,1305020C0AAGJGJ,1,0,Coal tar solution 2% / Salicylic acid 2% in Emulsifying ointment,
4165,1305020C0AAGKGK,1,0,Coal tar solution 3% / Salicylic acid 3% in Unguentum M cream,
4166,1305020C0AAGLGL,1,0,Coal tar solution 20% / Salicylic acid 6% in Unguentum M cream,
4167,1305020C0AAGMGM,1,0,Coal tar solution 7% / Salicylic acid 5% in Unguentum M cream,
4168,1305020C0AAGNGN,1,0,Coal tar 5% in Unguentum M cream,
4169,1305020C0AAGPGP,1,0,Coal tar 6% / Salicylic acid 3% in Cetomacrogol cream (Formula A),
4170,1305020C0AAGQGQ,1,0,Coal tar solution 10% / Salicylic acid 3% in Cetomacrogol cream (Formula A),
4171,1305020C0AAGRGR,1,0,Coal tar 5% / Salicylic acid 3% in Emulsifying ointment,
4172,1305020C0AAGSGS,1,0,Coal tar solution 6% / Salicylic acid 6% in Unguentum M cream,
4173,1305020C0AAGTGT,1,0,Coal tar 12% in Yellow soft paraffin,
4174,1305020C0AAGUGU,1,0,Coal tar solution 10% / Salicylic acid 10% in Unguentum M cream,
4175,1305020C0AAGVGV,1,0,Coal tar solution strong 6% in Yellow soft paraffin,
4176,1305020C0AAGWGW,1,0,Coal tar 1% in Emulsifying ointment,
4177,1305020C0AAGXGX,1,0,Coal tar 2% in Aqueous cream,
4178,1305020C0AAGYGY,1,0,Coal tar solution 15% in Emulsifying ointment,
4179,1305020C0AAGZGZ,1,0,Coal tar solution 0.5% in White soft paraffin,
4180,1305020C0AAHAHA,1,0,Coal tar solution 12% / Salicylic acid 2% in Emulsifying ointment,
4181,1305020C0AAHBHB,1,0,Coal tar 2% / Salicylic acid 2% / Sulfur 2% in Unguentum M cream,
4182,1305020C0AAHCHC,1,0,Coal tar 30% in Yellow soft paraffin,
4183,1305020C0AAHDHD,1,0,Coal tar solution 3% / Salicylic acid 10% in Aqueous cream,
4184,1305020C0AAHEHE,1,0,Coal tar 20% in White soft paraffin,
4185,1305020C0AAHFHF,1,0,Coal tar solution 3% / Salicylic acid 3% in Aqueous cream,
4186,1305020C0AAHGHG,1,0,Coal tar solution 4% / Salicylic acid 2% in White soft paraffin,
4187,1305020C0AAHHHH,1,0,Coal tar 5% / Salicylic acid 5% in Emulsifying ointment,
4188,1305020C0AAHIHI,1,0,Coal tar solution 10% / Salicylic acid 6% in Unguentum M cream,
4189,1305020D0AAAHAH,1,0,Calcipotriol 50micrograms/g ointment 50% in White soft paraffin,
4190,1305020F0AACVCV,1,0,Dithranol 3% ointment,
4191,1305020F0AACWCW,1,0,Dithranol 0.4% ointment,
4192,1305020F0AAEIEI,1,0,Dithranol 4% in White soft paraffin,
4193,1305020F0AAEJEJ,1,0,Dithranol 2% in White soft paraffin,
4194,1305020F0AAEKEK,1,0,Dithranol 10% / Salicylic acid 2% in Emulsifying ointment,
4195,1305020F0AAELEL,1,0,Dithranol 6% / Salicylic acid 2% in Emulsifying ointment,
4196,1305020F0AAEMEM,1,0,Dithranol 4% / Salicylic acid 2% in Emulsifying ointment,
4197,1305020F0AAENEN,1,0,Dithranol 4% in Zinc and Salicylic acid paste,
4198,1305020F0AAEPEP,1,0,Dithranol 6% in Zinc and Salicylic acid paste,
4199,1305020F0AAEQEQ,1,0,Dithranol 1% in Zinc and Salicylic acid paste,
4200,1305020F0AAERER,1,0,Dithranol 8% in Emulsifying ointment,
4201,1305020F0AAESES,1,0,Dithranol 10% in Emulsifying ointment,
4202,1305020F0AAETET,1,0,Dithranol 0.1% in Zinc and Salicylic acid paste,
4203,1305020F0AAEUEU,1,0,Dithranol 0.01% in Yellow soft paraffin,
4204,1305020F0AAEVEV,1,0,Dithranol 2% in Yellow soft paraffin,
4205,1305020F0AAEWEW,1,0,Dithranol 0.4% in White soft paraffin,
4206,1305020F0AAEXEX,1,0,Dithranol 5% / Salicylic acid 2% in Emulsifying ointment,
4207,1305020F0AAEYEY,1,0,Dithranol 0.1% in Yellow soft paraffin,
4208,1305020F0AAEZEZ,1,0,Dithranol 0.4% / Salicylic acid 2% / Emulsifying wax 25% in liquid paraffin to 100% ointment,
4209,1305020F0AAFAFA,1,0,Dithranol 0.5% in Zinc and Salicylic acid paste,
4210,1305020I0AAAFAF,1,0,Coal tar solution 8% / Salicylic acid 2% in Betamethasone valerate 0.1% ointment,
4211,1305020I0AAAGAG,1,0,Coal tar solution 10% / Salicylic acid 2% in Betamethasone valerate 0.1% ointment,
4212,1305020I0AAAHAH,1,0,Coal tar solution 10% / Salicylic acid 5% in Betamethasone valerate 0.1% ointment,
4213,1305020I0AAAIAI,1,0,Coal tar solution 5% / Salicylic acid 10% in Betamethasone valerate 0.025% ointment,
4214,1305020I0AAAJAJ,1,0,Coal tar solution 5% / Salicylic acid 5% in Betamethasone valerate 0.025% ointment,
4215,1305020I0AAAKAK,1,0,Coal tar solution 12% / Salicylic acid 2% in Hydrocortisone 1% ointment,
4216,1305020I0AAALAL,1,0,Coal tar solution 2% / Salicylic acid 3% in Betamethasone valerate 0.1% cream,
4217,1305020I0AAAMAM,1,0,Coal tar solution 5% / Salicylic acid 5% in Betamethasone valerate 0.1% ointment,
4218,1305020I0AAANAN,1,0,Coal tar 10% in Hydrocortisone 1% cream,
4219,1305020L0AAAJAJ,1,0,Methoxsalen 10mg tablets,
4220,1305020L0AAAMAM,2,0,"Methoxsalen 0.005% gel, 8-Methoxypsoralen 0.005% gel",
4221,1305020S0AAA4A4,1,0,Salicylic acid 5% cream,
4222,1305020S0AAAHAH,1,0,Salicylic acid 4% ointment,
4223,1305020S0AAAJAJ,1,0,Salicylic acid 3% ointment,
4224,1305020S0AABNBN,1,0,Salicylic acid 24% in Yellow soft paraffin,
4225,1305020S0AABPBP,1,0,Salicylic acid 20% in Aqueous cream,
4226,1305020S0AABTBT,1,0,Salicylic acid 3% in Aqueous cream,
4227,1305020S0AABUBU,1,0,Salicylic acid 40% in Yellow soft paraffin,
4228,1305020S0AABVBV,1,0,Salicylic acid 3% in Emulsifying ointment,
4229,1305020S0AABYBY,1,0,Salicylic acid 2% in Hydrous ointment,
4230,1305020S0AACCCC,1,0,Salicylic acid 2% in White soft paraffin,
4231,1305020S0AACDCD,1,0,Salicylic acid 2% in Arachis oil,
4232,1305020S0AACGCG,1,0,Salicylic acid 50% in Aqueous cream,
4233,1305020S0AACHCH,1,0,Salicylic acid 2% in Emulsifying ointment,
4234,1305020S0AACICI,1,0,Salicylic acid 40% in White soft paraffin,
4235,1305020S0AACJCJ,1,0,Salicylic acid 25% in White soft paraffin,
4236,1305020S0AACKCK,1,0,Salicylic acid 3% in White soft paraffin,
4237,1305020S0AACLCL,1,0,Salicylic acid 8% in White soft paraffin,
4238,1305020S0AACNCN,1,0,Salicylic acid 70% in White soft paraffin,
4239,1305020S0AACPCP,1,0,Salicylic acid 3% / Hydrous wool fat 25% in Yellow soft paraffin,
4240,1305020S0AACQCQ,1,0,Salicylic acid 1% in Yellow soft paraffin,
4241,1305020S0AACRCR,1,0,Salicylic acid 10% in Aqueous cream,
4242,1305020S0AACSCS,1,0,Salicylic acid 2% in Aqueous cream,
4243,1305020S0AACTCT,1,0,Salicylic acid 1% in Aqueous cream,
4244,1305020S0AACVCV,1,0,Salicylic acid 2% in Unguentum M cream,
4245,1305020S0AACWCW,1,0,Salicylic acid 5% in Unguentum M cream,
4246,1305020S0AACXCX,1,0,Salicylic acid 15% in Emulsifying ointment,
4247,1305020S0AACYCY,1,0,Salicylic acid 3% in Yellow soft paraffin,
4248,1305020S0AACZCZ,4,0,"Salicylic acid 5% in Emulsifying ointment, Salicylic acid 5% in White soft paraffin, Salicylic acid 5% in Yellow soft paraffin, Salicylic acid 5% in Hydrous ointment",
4249,1305020S0AADADA,1,0,Salicylic acid 1% in Emulsifying ointment,
4250,1305020S0AADBDB,1,0,Salicylic acid 15% in Aqueous cream,
4251,1305020S0AADCDC,1,0,Salicylic acid 10% in Unguentum M cream,
4252,1305020S0AADDDD,1,0,Salicylic acid 30% in White soft paraffin,
4253,1305020S0AADEDE,1,0,Salicylic acid 6% in White soft paraffin,
4254,1305020S0AADFDF,1,0,Salicylic acid 50% in White soft paraffin,
4255,1305020S0AADGDG,1,0,Salicylic acid 20% in Unguentum M cream,
4256,1305020S0AADHDH,1,0,Salicylic acid 6% in Aqueous cream,
4257,1305020S0AADIDI,1,0,Salicylic acid 15% in White soft paraffin,
4258,1305020S0AADJDJ,1,0,Salicylic acid 4% in Emulsifying ointment,
4259,1305020S0AADKDK,1,0,Salicylic acid 2% in Yellow soft paraffin,
4260,1305020S0AADLDL,1,0,Salicylic acid 1% in White soft paraffin,
4261,1305020S0AADMDM,1,0,Salicylic acid 4% in Aqueous cream,
4262,1305020S0AADNDN,1,0,Salicylic acid 6% in Unguentum M cream,
4263,1305020S0AADPDP,1,0,Salicylic acid 50% in Emulsifying ointment,
4264,1305020S0AADQDQ,1,0,Salicylic acid 6% in Yellow soft paraffin,
4265,1305020S0AADRDR,1,0,Salicylic acid 26% in White soft paraffin,
4266,1305020S0AADSDS,1,0,Salicylic acid 1.5% cream,
4267,1305020S0AADTDT,1,0,Salicylic acid 5% in Aqueous cream,
4268,1305020X0AAAAAA,1,0,Fumaric acid 30mg tablets,
4269,1305020Z0AAAAAA,1,0,Cholesterol 2% / Simvastatin 2% cream,
4270,1306010AAAAAAAA,1,0,Clindamycin 2% / Hydrocortisone 1% in Aqueous cream,
4271,1306010I0AAAEAE,1,0,Erythromycin 4% gel,
4272,1306010T0AAAAAA,1,0,Salicylic acid and Sulfur cream BPC 1968,
4273,1306010T0AAAQAQ,1,0,Salicylic acid 2% / Sulfur 2% in Emulsifying ointment,
4274,1306010T0AAARAR,1,0,Salicylic acid 3% / Sulfur 3% in Aqueous cream,
4275,1306010T0AAASAS,1,0,Salicylic acid 3% / Sulfur 3% in Emulsifying ointment,
4276,1306010T0AAATAT,1,0,Sulfur 2% in Aqueous cream,
4277,1306010T0AAAUAU,1,0,Salicylic acid 2% / Sulfur 2% in Aqueous cream,
4278,1306010T0AAAVAV,1,0,Sulfur 1% in Aqueous cream,
4279,1306010T0AAAWAW,1,0,Sulfur 5% in Aqueous cream,
4280,1306010T0AAAXAX,1,0,Sulfur 1% in Unguentum M cream,
4281,1306010T0AAAYAY,1,0,Salicylic acid 1% / Sulfur 0.5% in Aqueous cream,
4282,1306010T0AAAZAZ,1,0,Salicylic acid 4% / Sulfur 4% in White soft paraffin,
4283,1306010T0AABABA,1,0,Salicylic acid 4% / Sulfur 4% in Aqueous cream,
4284,1306010T0AABBBB,1,0,Salicylic acid 1% / Sulfur 1% in Aqueous cream,
4285,1306010T0AABCBC,1,0,Salicylic acid 2% / Sulfur 2% in Aqueous calamine cream,
4286,1306010T0AABDBD,1,0,Salicylic acid 2% / Sulfur 2% in Cetomacrogol cream (Formula A),
4287,1306010T0AABEBE,1,0,Salicylic acid 2% / Sulfur 2% in White soft paraffin,
4288,1306010T0AABFBF,1,0,Sulfur 1% in White soft paraffin,
4289,1306010T0AABGBG,1,0,Salicylic acid 2% / Sulfur 4% in White soft paraffin,
4290,1306010T0AABHBH,1,0,Salicylic acid 1% / Sulfur 1% in Emulsifying ointment,
4291,1306010T0AABIBI,1,0,Sulfur 0.5% in Aqueous cream,
4292,1306010T0AABJBJ,1,0,Salicylic acid 6% / Sulfur 6% in Aqueous cream,
4293,1306010T0AABKBK,1,0,Salicylic acid 2% / Sulfur 2% in Unguentum M cream,
4294,1306010T0AABLBL,1,0,Salicylic acid 2% / Sulfur 5% in Emulsifying ointment,
4295,1306010T0AABMBM,1,0,Cade oil 6% / Salicylic acid 3% / Sulfur 3% in Emulsifying ointment,
4296,1306010V0AAAEAE,1,0,Tretinoin 0.025% cream,
4297,1306010V0AAAKAK,1,0,Tretinoin 0.05% gel,
4298,1306010V0AAALAL,1,0,Tretinoin 0.01% gel,
4299,1306010V0AAAMAM,1,0,Tretinoin 0.025% gel,
4300,1306010V0AAANAN,1,0,Tretinoin 0.05% cream,
4301,1306010V0AAAPAP,1,0,Tretinoin 0.1% gel,
4302,1306020D0AAACAC,1,0,Cyproterone 2mg capsules,
4303,1307000C0AAADAD,1,0,Formaldehyde 5% solution,
4304,1307000C0AAAFAF,1,0,Formaldehyde 3% solution,
4305,1307000C0AAAHAH,1,0,Formaldehyde 2% solution,
4306,1307000C0AAAXAX,1,0,Formaldehyde 6% solution,
4307,1307000M0AABTBT,1,0,Salicylic acid 3% / Lactic acid 3% in White soft paraffin,
4308,1307000M0AABUBU,1,0,Salicylic acid 5% / Lactic acid 5% in White soft paraffin,
4309,1307000M0AABWBW,1,0,Salicylic acid 5% / Lactic acid 5% in Unguentum M cream,
4310,1307000M0AABXBX,1,0,Salicylic acid 1% / Lactic acid 2% in Unguentum M cream,
4311,1307000M0AABZBZ,4,0,"Salicylic acid 20% in Emulsifying ointment, Salicylic acid 20% in White soft paraffin, Salicylic acid 20% in Hydrous ointment, Salicylic acid 20% in Yellow soft paraffin",
4312,1307000T0AAAIAI,1,0,Trichloroacetic acid 50% (500mg/1ml) solution,
4313,1307000T0AAAMAM,1,0,Trichloroacetic acid 80% (800mg/1ml) solution,
4314,1307000T0AAAPAP,1,0,Trichloroacetic acid 35% (350mg/1ml) solution,
4315,1308010U0AAAJAJ,1,0,Reflectant Sun Screen beige (Dundee formula) cream,
4316,1308010U0AAAKAK,1,0,Reflectant Sun Screen coffee (Dundee formula) cream,
4317,1308010U0AAALAL,1,0,Reflectant Sun Screen coral pink (Dundee formula) cream,
4318,130900000AABCBC,1,0,Diphencyprone 0.01% in acetone liquid,
4319,130900000AABDBD,1,0,Diphencyprone 0.025% in acetone liquid,
4320,130900000AABEBE,1,0,Diphencyprone 2% in acetone liquid,
4321,130900000AABFBF,1,0,Diphencyprone 2.5% in acetone liquid,
4322,130900000AABGBG,1,0,SCC scalp ointment,
4323,130900000AABHBH,1,0,Diphencyprone 0.001% in acetone liquid,
4324,130900000AABIBI,1,0,Diphencyprone 0.005% in acetone liquid,
4325,130900000AABJBJ,1,0,Diphencyprone 0.05% in acetone liquid,
4326,130900000AABKBK,1,0,Diphencyprone 0.075% in acetone liquid,
4327,130900000AABLBL,1,0,Diphencyprone 0.1% in acetone liquid,
4328,130900000AABMBM,1,0,Diphencyprone 0.125% in acetone liquid,
4329,130900000AABNBN,1,0,Diphencyprone 1% in acetone liquid,
4330,130900000AABPBP,1,0,Diphencyprone 3% in acetone liquid,
4331,1310012I0AAAEAE,1,0,Gentamicin 0.1% cream,
4332,1310012K0AAAEAE,1,0,Metronidazole 2% cream,
4333,1310012K0AABHBH,1,0,Metronidazole 0.85% gel,
4334,1310012K0AABIBI,1,0,Metronidazole 10% ointment,
4335,1310012K0AABJBJ,1,0,Metronidazole 1% cream,
4336,1310020H0AAADAD,1,0,Clotrimazole 1% powder,
4337,1310020S0AAAAAA,1,0,Sodium thiosulfate 25% solution,
4338,1310020S0AAACAC,1,0,Sodium thiosulfate 10% solution,
4339,1310020S0AAAMAM,1,0,Sodium thiosulfate 0.3% solution,
4340,1310020U0AAAAAA,1,0,"Nystatin 100,000units/g cream",
4341,1310020V0AAADAD,1,0,Benzoic acid 6% / Salicylic acid 3% cream,
4342,1310050P0AAAFAF,1,0,Phenol 2% in Aqueous calamine cream,
4343,1311010P0AAABAB,1,0,Phenoxyethanol 2.2% solution,
4344,1311010P0AAAEAE,1,0,Phenoxyethanol 2% solution,
4345,1311020L0AAAJAJ,1,0,Chlorhexidine gluconate 20% solution,
4346,1311020L0AABTBT,1,0,Chlorhexidine gluconate 0.5% / Isopropyl alcohol 70% solution,
4347,1311020L0AABUBU,1,0,Chlorhexidine gluconate 0.05% irrigation solution 1litre bags,
4348,1311030D0AAABAB,1,0,Benzalkonium chloride 1% solution,
4349,1311040T0AAA2A2,1,0,Sodium hypochlorite 0.1% solution,
4350,1311040T0AAAIAI,1,0,Sodium hypochlorite 0.25% solution,
4351,1311040T0AABBBB,1,0,Sodium hypochlorite 0.33% solution,
4352,1311060Q0AAALAL,1,0,Potassium permanganate 0.01% topical solution,
4353,1311060T0AAAAAA,1,0,Silver nitrate 0.5% solution,
4354,1312000G0AAADAD,1,0,Glycopyrronium bromide 1% solution,
4355,1312000G0AAAFAF,1,0,Glycopyrronium bromide 0.1% topical solution,
4356,1312000G0AAAIAI,1,0,Glycopyrronium bromide 0.5% solution,
4357,1312000G0AAALAL,1,0,Glycopyrronium bromide 2% solution,
4358,1312000G0AAAMAM,1,0,Glycopyrronium bromide 1% cream,
4359,1312000G0AAANAN,1,0,Glycopyrronium bromide 2% cream,
4360,1312000G0AAATAT,1,0,Glycopyrronium bromide 4% cream,
4361,1312000G0AAAUAU,1,0,Glycopyrronium bromide 2% in Aqueous cream,
4362,1312000G0AAAVAV,1,0,Glycopyrronium bromide 1% in Aqueous cream,
4363,1312000G0AAAXAX,1,0,Glycopyrronium bromide 0.5% in Aqueous cream,
4364,1312000G0AAAYAY,1,0,Glycopyrronium bromide 0.05% cream,
4365,1312000G0AAAZAZ,1,0,Glycopyrronium bromide 0.5% in Cetomacrogol cream (Formula A),
4366,1312000G0AABABA,1,0,Glycopyrronium bromide 1% in Cetomacrogol cream (Formula A),
4367,1312000G0AABBBB,1,0,Glycopyrronium bromide 1% in Unguentum M cream,
4368,1312000G0AABCBC,1,0,Glycopyrronium bromide 0.05% topical solution,
4369,1312000G0AABDBD,1,0,Glycopyrronium bromide 0.2% in Aqueous cream,
4370,1312000G0AABEBE,1,0,Glycopyrronium bromide 1% in White soft paraffin,
4371,1312000G0AABFBF,1,0,Glycopyrronium bromide 2% in Unguentum M cream,
4372,1312000G0AABGBG,1,0,Glycopyrronium bromide 2% in Cetomacrogol cream (Formula A),
4373,1312000G0AABHBH,1,0,Glycopyrronium bromide 3% in Cetomacrogol cream (Formula A),
4374,1312000G0AABIBI,1,0,Glycopyrronium bromide 0.5% in Unguentum M cream,
4375,1312000G0AABJBJ,1,0,Glycopyrronium bromide 4% in Cetomacrogol cream (Formula A),
4376,1312000G0AABKBK,1,0,Glycopyrronium bromide 1% topical solution,
4377,1312000G0AABLBL,1,0,Glycopyrronium bromide 4% in Unguentum M cream,
4378,1313080S0AAADAD,1,0,Sucralfate powder,
4379,131500000AABNBN,1,0,Glycerin of Starch BPC 1963,
4380,131500000AABPBP,1,0,Monobenzone 10% in Unguentum M cream,
4381,131500000AABQBQ,1,0,Monobenzone 30% in Aqueous cream,
4382,131500000AABRBR,1,0,Monobenzone 40% in Aqueous cream,
4383,131500000AABSBS,1,0,Monobenzone 20% in Aqueous cream,
4384,131500000AABTBT,1,0,Monobenzone 10% in Aqueous cream,
4385,131500000AABUBU,1,0,Monobenzone 10% in Cetomacrogol cream (Formula A),
4386,131500000AABVBV,1,0,Monobenzone 20% in Cetomacrogol cream (Formula A),
4387,131500000AABWBW,1,0,Monobenzone 30% in Cetomacrogol cream (Formula A),
4388,131500000AABXBX,1,0,Monobenzone 40% in Cetomacrogol cream (Formula A),
4389,131500000AABYBY,1,0,Monobenzone 20% in Unguentum M cream,
4390,1315000G0AAABAB,1,0,Hydroquinone 5% cream,
4391,1315000G0AAALAL,1,0,Hydroquinone 4% cream,
4392,1315000G0AAAQAQ,1,0,Hydroquinone 3% cream,
4393,1315000G0AAAWAW,1,0,Hydroquinone 2% cream,
4394,1315000G0AABEBE,1,0,Hydroquinone 2% in Aqueous cream,
4395,1315000G0AABHBH,1,0,Hydrocortisone 1% / Tretinoin 0.025% / Hydroquinone 4% in Aqueous cream,
4396,1315000G0AABIBI,1,0,Hydrocortisone 1% / Tretinoin 0.1% / Hydroquinone 5% cream,
4397,1315000G0AABJBJ,1,0,Hydrocortisone 1% / Tretinoin 0.025% / Hydroquinone 4% in Unguentum M cream,
4398,1315000G0AABKBK,1,0,Hydroquinone 20% cream,
4399,140300000AAADAD,1,0,Tuberculin purified protein derivative (RT 23) 100 tuberculin units/ml solution for injection 1.5ml vials,
4400,140300000AAAEAE,1,0,Tuberculin purified protein derivative (RT 23) 20 tuberculin units/ml solution for injection 1.5ml vials,
4401,1501010F0AAAEAE,1,0,Ketamine 50mg/5ml solution for injection ampoules,
4402,1501010F0AAAFAF,1,0,Ketamine 100mg/2ml solution for injection ampoules,
4403,1501010F0AAAGAG,1,0,Ketamine 25mg/5ml solution for injection ampoules,
4404,1501010F0AAAHAH,1,0,Ketamine 50mg/2ml solution for injection ampoules,
4405,1501041T0AAAUAU,1,0,Midazolam 5mg/2ml solution for injection ampoules,
4406,1501043A0AAAEAE,1,0,Alfentanil 0.1% nasal spray,
4407,1501043A0AAAFAF,1,0,Alfentanil 500micrograms/1ml solution for injection ampoules,
4408,1502010F0AAAXAX,1,0,Cocaine 10% nasal drops,
4409,1502010G0AAAAAA,1,0,Cocaine 5% mouthwash,
4410,1502010G0AAADAD,1,0,Cocaine 2% mouthwash,
4411,1502010G0AAAIAI,1,0,Cocaine 10% mouthwash,
4412,1502010G0AAASAS,1,0,Cocaine 5% nasal spray,
4413,1502010G0AAATAT,1,0,Cocaine 25% oromucosal paste,
4414,1502010I0AAAHAH,1,0,Lidocaine 1% ointment,
4415,1502010I0AAAMAM,1,0,Lidocaine 0.5% ointment,
4416,1502010J0AABVBV,1,0,Lidocaine 5% gel,
4417,1502010J0AAEMEM,1,0,Lidocaine 1% / Hydrocortisone 0.1% mouthwash,
4418,1502010J0AAERER,1,0,"Lidocaine 100mg/10ml (1%) / Adrenaline (base) 50micrograms/10ml (1 in 200,000) solution for injection ampoules",
4419,1502010Z0AAAAAA,1,0,Bupivacaine 100mg/100ml (0.1%) / Fentanyl 200micrograms/100ml infusion bags,
4420,190400000AAEDED,1,0,Cholesterol powder,
4421,190400000AAGGGG,1,0,Ammonia solution dilute,
4422,190400000AAGJGJ,1,0,Ammonia solution strong,
4423,190400000AAJNJN,1,0,Dexamfetamine powder,
4424,190400000AAUJUJ,1,0,Magnesium oxide heavy 100mg capsules,
4425,190500000AAACAC,1,0,Ammonium sulfate 500mg capsules,
4426,190500000AABKBK,1,0,Ammonium sulfate 500mg tablets,
